objectid,topoid,poigroup,poitype,poiname,poilabel,urbanity,lon,lat,sa2_code,sa2_name
2303,500267260,3,Park,GOLDSTEIN RESERVE,GOLDSTEIN RESERVE,S,151.2575632956221,-33.91984642390509,118021651,Coogee - Clovelly
2304,500267304,3,Park,BLENHEIM PARK,BLENHEIM PARK,U,151.2567432792948,-33.92742196405671,118021651,Coogee - Clovelly
2305,500267315,3,Park,TRENERRY RESERVE,TRENERRY RESERVE,S,151.2602865428975,-33.92746292973821,118021651,Coogee - Clovelly
2308,500267360,3,Park,NEPTUNE PARK,NEPTUNE PARK,U,151.2589109131771,-33.926516539201536,118021651,Coogee - Clovelly
2313,500267637,3,Park,,Park,S,151.2617212817636,-33.91706172792367,118021651,Coogee - Clovelly
2317,500267892,1,Community Facility,CLOVELLY SLSC,CLOVELLY SLSC,S,151.26748059395084,-33.91477405762187,118021651,Coogee - Clovelly
27177,504395179,3,Park,FORSYTH PARK,FORSYTH PARK,S,151.26666134927638,-33.91550666571221,118021651,Coogee - Clovelly
27178,504395181,3,Sports Court,MCCALLUM TENNIS COURTS,MCCALLUM TENNIS COURTS,U,151.25763525786292,-33.91317456973588,118021651,Coogee - Clovelly
27180,504395184,3,Park,BARDON PARK,BARDON PARK,U,151.25336933554675,-33.91686542554216,118021651,Coogee - Clovelly
27182,504395186,3,Sports Court,COOGEE CROQUET CLUB,COOGEE CROQUET CLUB,U,151.25403850587318,-33.9172742727179,118021651,Coogee - Clovelly
27183,504395187,3,Club,COOGEE BOWLING CLUB,COOGEE BOWLING CLUB,U,151.25305538154143,-33.91807970442091,118021651,Coogee - Clovelly
27185,504395192,3,Sports Field,COOGEE OVAL,COOGEE OVAL,U,151.2557244963378,-33.919296385706325,118021651,Coogee - Clovelly
27186,504395193,3,Club,RANDWICK RUGBY CLUB,RANDWICK RUGBY CLUB,U,151.2544124206271,-33.91910733494995,118021651,Coogee - Clovelly
27187,504395196,1,Place Of Worship,ST NICOLAS' ANGLICAN CHURCH,ST NICOLAS' ANGLICAN CHURCH,U,151.25435856482918,-33.92227560915684,118021651,Coogee - Clovelly
27189,504395201,1,Community Facility,COOGEE SLSC,COOGEE SLSC,S,151.257997465772,-33.9232209682026,118021651,Coogee - Clovelly
27191,504395203,1,Community Facility,COOGEE AMATEUR FISHING CLUB,COOGEE AMATEUR FISHING CLUB,S,151.2594240290707,-33.91885118082288,118021651,Coogee - Clovelly
27192,504395204,1,Community Facility,GORDONS BAY FISHING CLUB,GORDONS BAY FISHING CLUB,U,151.26124949016972,-33.91466948411381,118021651,Coogee - Clovelly
27208,504395230,3,Club,COOGEE LEGION EX-SERVICE CLUB,COOGEE LEGION EX-SERVICE CLUB,U,151.25662574372305,-33.92059925520781,118021651,Coogee - Clovelly
27263,504395340,3,Sports Field,,BOWLING GREEN,S,151.27024132073655,-33.91140213101037,118021651,Coogee - Clovelly
27264,504395342,3,Park,BURROWS PARK,BURROWS PARK,S,151.26979954904274,-33.91319540191533,118021651,Coogee - Clovelly
27290,504395395,1,Post Office,COOGEE POST OFFICE,COOGEE POST OFFICE,U,151.25409873521804,-33.921027490962906,118021651,Coogee - Clovelly
27293,504395401,3,Park,DUNNINGHAM RESERVE,DUNNINGHAM RESERVE,S,151.260166139005,-33.918749322769855,118021651,Coogee - Clovelly
27305,504395417,3,Park,GRANT RESERVE,GRANT RESERVE,S,151.25797568342298,-33.92520383604124,118021651,Coogee - Clovelly
51850,511714049,6,Island,WEDDING CAKE ISLAND,WEDDING CAKE ISLAND,S,151.2655670530383,-33.92584555895704,118021651,Coogee - Clovelly
51867,511714575,7,Headland,SHARK POINT,SHARK POINT,S,151.27074895960192,-33.914217573988836,118021651,Coogee - Clovelly
53098,511749317,8,Suburb,CLOVELLY,CLOVELLY,U,151.26271969901478,-33.912591328520286,118021651,Coogee - Clovelly
53099,511749318,8,Suburb,COOGEE,COOGEE,U,151.25399470761323,-33.91692370971948,118021651,Coogee - Clovelly
53687,511779870,7,Headland,DOLPHINS POINT,DOLPHINS POINT,S,151.2605525583076,-33.91976826755852,118021651,Coogee - Clovelly
65318,512411055,7,Headland,TOM CADDY POINT,TOM CADDY POINT,S,151.26811482250773,-33.915186149469214,118021651,Coogee - Clovelly
108074,515675194,3,Sports Field,,BOWLING GREENS,U,151.25331953204906,-33.917856815445106,118021651,Coogee - Clovelly
108075,515675195,3,Sports Court,,TENNIS COURTS,U,151.25434180226594,-33.91806514718254,118021651,Coogee - Clovelly
108333,515683287,1,Place Of Worship,COOGEE SYNAGOGUE,COOGEE SYNAGOGUE,U,151.2543904136993,-33.92179002989831,118021651,Coogee - Clovelly
108808,515714890,2,University,UNIVERSITY OF NEW SOUTH WALES CLIFFBROOK CAMPUS,UNIVERSITY OF NEW SOUTH WALES CLIFFBROOK CAMPUS,U,151.26007386405902,-33.913729081642224,118021651,Coogee - Clovelly
115839,517014513,2,Primary School,ST BRIGID'S CATHOLIC PRIMARY SCHOOL,ST BRIGID'S CATHOLIC PRIMARY SCHOOL,U,151.2530676534265,-33.920071384464194,118021651,Coogee - Clovelly
130264,517461964,1,Community Facility,COOGEE EASTWARD SENIOR CITIZENS HALL,COOGEE EASTWARD SENIOR CITIZENS HALL,U,151.25491167821087,-33.919158599973464,118021651,Coogee - Clovelly
130769,517473556,3,Club,CLOVELLY BOWLING AND REC CLUB,CLOVELLY BOWLING AND REC CLUB,S,151.27038230593047,-33.91184646678245,118021651,Coogee - Clovelly
137553,517792559,3,Park,SEDDON GARDEN,SEDDON GARDEN,U,151.2577826166038,-33.923197984239856,118021651,Coogee - Clovelly
147367,504379293,3,Park,ALBY SMITH MEMORIAL RESERVE,ALBY SMITH MEMORIAL RESERVE,U,151.2513094222434,-33.917801776135015,118021651,Coogee - Clovelly
147372,504395206,3,Park,J V DICK RESERVE,J V DICK RESERVE,U,151.25447581383833,-33.91831379845693,118021651,Coogee - Clovelly
147374,504395419,3,Park,COOGEE BEACH PLAZA,COOGEE BEACH PLAZA,S,151.25702015892998,-33.92161721329457,118021651,Coogee - Clovelly
147446,518400202,3,Park,WARNER AVENUE RESERVE,WARNER AVENUE RESERVE,U,151.26712632894552,-33.912063556523066,118021651,Coogee - Clovelly
147449,518400205,3,Park,MANSON PLACE PARK,MANSON PLACE PARK,U,151.25624206697694,-33.908732810482775,118021651,Coogee - Clovelly
147450,518400206,3,Park,DONNELLAN CIRCUIT RESERVE,DONNELLAN CIRCUIT RESERVE,U,151.26532553738085,-33.9128039992718,118021651,Coogee - Clovelly
147452,518400208,3,Park,GORDONS BAY RESERVE,GORDONS BAY RESERVE,U,151.26175563244178,-33.914499750561525,118021651,Coogee - Clovelly
154020,518439443,3,Park,,Park,U,151.25307853561787,-33.925284001449334,118021651,Coogee - Clovelly
154029,518439523,3,Park,GAME RESERVE,GAME RESERVE,U,151.2658479849737,-33.91430075926815,118021651,Coogee - Clovelly
154052,504395185,1,Community Facility,EASTERN SUBURBS TENNIS CLUB,EASTERN SUBURBS TENNIS CLUB,U,151.25403625559346,-33.9182590919141,118021651,Coogee - Clovelly
154053,504395205,3,Park,BUNDOCK PARK,BUNDOCK PARK,S,151.26815731192238,-33.91394090938639,118021651,Coogee - Clovelly
154054,504395339,3,Sports Field,CLOVELLY BOWLING CLUB,CLOVELLY BOWLING CLUB,S,151.2701807060144,-33.91223250916441,118021651,Coogee - Clovelly
170326,504395197,1,Place Of Worship,ST BRIGIDS CATHOLIC CHURCH,ST BRIGIDS CATHOLIC CHURCH,U,151.25432527236643,-33.92329157784325,118021651,Coogee - Clovelly
170332,504395420,3,Swimming Pool Facility,CLOVELLY SWIMMING BATHS,CLOVELLY SWIMMING BATHS,U,151.26685994612444,-33.914168414980495,118021651,Coogee - Clovelly
2309,500267404,3,Park,RUBIE RESERVE,RUBIE RESERVE,U,151.2526266614704,-33.971353810997776,118021652,Malabar - La Perouse
2314,500267704,3,Golf Course,THE COAST GOLF COURSE,THE COAST GOLF COURSE,S,151.25191004482554,-33.98272749624607,118021652,Malabar - La Perouse
2322,500269063,3,Golf Course,RANDWICK GOLF COURSE,RANDWICK GOLF COURSE,S,151.25642818622575,-33.972218090488234,118021652,Malabar - La Perouse
2564,500300037,1,Place Of Worship,ST AGNES' CATHOLIC CHURCH,ST AGNES' CATHOLIC CHURCH,U,151.23183421727663,-33.95849002428001,118021653,Matraville - Chifley
2791,500304737,3,Park,FRED WILLIAMS RESERVE,FRED WILLIAMS RESERVE,U,151.23505440088908,-33.98069203642676,118021652,Malabar - La Perouse
3011,500322030,3,Park,BICENTENNIAL PARK,BICENTENNIAL PARK,S,151.22994594597301,-33.979046124564256,118021652,Malabar - La Perouse
3014,500322163,1,Fire Station,MATRAVILLE FIRE STATION,MATRAVILLE FIRE STATION,U,151.23058844801363,-33.955719428918975,118021653,Matraville - Chifley
3034,500322552,1,Place Of Worship,ST MARK'S ANGLICAN CHURCH,ST MARK'S ANGLICAN CHURCH,U,151.24747478379012,-33.96229099390971,118021652,Malabar - La Perouse
3036,500322608,3,Park,PIONEERS PARK,PIONEERS PARK,S,151.24818639861547,-33.95905124133724,118021652,Malabar - La Perouse
3037,500322663,3,Park,WOOMERA RESERVE,WOOMERA RESERVE,U,151.23820829691837,-33.97869115119224,118021652,Malabar - La Perouse
3038,500322674,3,Park,LITTLE BAY PARK,LITTLE BAY PARK,U,151.24673804398458,-33.975945429867956,118021652,Malabar - La Perouse
3041,500322752,3,Golf Course,ST MICHAELS GOLF COURSE,ST MICHAELS GOLF COURSE,S,151.24730041720025,-33.98645220957738,118021652,Malabar - La Perouse
3042,500322763,3,Golf Course,NEW SOUTH WALES GOLF COURSE,NEW SOUTH WALES GOLF COURSE,S,151.2451857066646,-33.99386456017418,118021652,Malabar - La Perouse
3044,500322785,1,Place Of Worship,PRAISE EVANGELICAL FREE CHURCH OF AUSTRALIA,PRAISE EVANGELICAL FREE CHURCH OF AUSTRALIA,U,151.23271664944818,-33.95993826300296,118021653,Matraville - Chifley
3046,500322797,3,Park,CROMWELL PARK (NORTH),CROMWELL PARK (NORTH),S,151.250429204419,-33.96144435526173,118021652,Malabar - La Perouse
3051,500322941,3,Park,,Park,S,151.24809475967672,-33.99128435897941,118021652,Malabar - La Perouse
26945,504379500,3,Park,BAIRD RESERVE,BAIRD RESERVE,U,151.22981184456904,-33.95838007265558,118021653,Matraville - Chifley
26946,504379502,3,Sports Field,,BOWLING GREENS,U,151.23224826336744,-33.95949034163596,118021653,Matraville - Chifley
