objectid,topoid,poigroup,poitype,poiname,poilabel,urbanity,lon,lat,sa2_code,sa2_name
108193,515678491,3,Sports Court,,TENNIS COURT,U,151.22484400743596,-33.885454583221346,118011345,Paddington - Moore Park
108314,515682712,1,Place Of Worship,,ANGLICAN CHURCH,U,151.2323576862539,-33.88931956410626,118011345,Paddington - Moore Park
108488,515690614,1,Place Of Worship,,JEHOVAHS WITNESSES CHURCH,U,151.22943726685853,-33.888941508169985,118011345,Paddington - Moore Park
108489,515690619,1,Place Of Worship,,ORTHODOX CHURCH,U,151.21890568436882,-33.88295639332667,118011345,Paddington - Moore Park
115771,517014444,2,Primary School,PADDINGTON PUBLIC SCHOOL,PADDINGTON PUBLIC SCHOOL,U,151.23035590472932,-33.88748603578579,118011345,Paddington - Moore Park
115772,517014445,2,Primary School,GLENMORE ROAD PUBLIC SCHOOL,GLENMORE ROAD PUBLIC SCHOOL,U,151.23068275764376,-33.88160816628204,118011345,Paddington - Moore Park
115918,517014595,2,Combined Primary-Secondary School,ASCHAM SCHOOL,ASCHAM SCHOOL,U,151.2365378859358,-33.87776593518103,118011650,Double Bay - Darling Point
115919,517014596,2,High School,SYDNEY BOYS HIGH SCHOOL,SYDNEY BOYS HIGH SCHOOL,U,151.21944926842195,-33.892178096296824,118011345,Paddington - Moore Park
115980,517014661,2,Primary School,ST FRANCIS OF ASSISI REGIONAL PRIMARY SCHOOL,ST FRANCIS OF ASSISI REGIONAL PRIMARY SCHOOL,U,151.23105007517017,-33.888673637743565,118011345,Paddington - Moore Park
117120,517015888,2,High School,SYDNEY GIRLS HIGH SCHOOL,SYDNEY GIRLS HIGH SCHOOL,U,151.220328958037,-33.89340289930583,118011345,Paddington - Moore Park
117331,517033885,3,Park,PARKLANDS SPORTS CENTRE,PARKLANDS SPORTS CENTRE,U,151.22250995705406,-33.89656509539682,118011345,Paddington - Moore Park
117332,517034218,3,Sports Field,BAT AND BALL FIELD,BAT AND BALL FIELD,U,151.21777780012224,-33.89390107204675,118011345,Paddington - Moore Park
117337,517035089,3,Park,MOORE PARK RESERVE,MOORE PARK RESERVE,U,151.21901744736655,-33.89025124422604,118011345,Paddington - Moore Park
117732,517087383,3,Golf Course,MOORE PARK DRIVING RANGE,MOORE PARK DRIVING RANGE,U,151.21927357502037,-33.89653682285569,118011345,Paddington - Moore Park
117733,517087387,3,Park,CENTENNIAL PARK CHILDRENS CENTRE,CENTENNIAL PARK CHILDRENS CENTRE,U,151.2216690189638,-33.901873994547024,118011345,Paddington - Moore Park
123678,517332134,1,Embassy,CONSULATE-GENERAL OF LEBANON,CONSULATE-GENERAL OF LEBANON,U,151.23545855113878,-33.878983521461564,118011650,Double Bay - Darling Point
123733,517332630,1,Embassy,CONSULATE-GENERAL SOCIALIST REPUBLIC OF VIETNAM,CONSULATE-GENERAL SOCIALIST REPUBLIC OF VIETNAM,U,151.23545855113878,-33.878983521461564,118011650,Double Bay - Darling Point
123867,517341292,4,Transport Interchange,EDGECLIFF BUS INTERCHANGE,EDGECLIFF BUS INTERCHANGE,U,151.23612945162054,-33.87935044432382,118011650,Double Bay - Darling Point
130413,517465454,3,Club,PADDINGTON WOOLLAHRA RSL MEMORIAL CLUB,PADDINGTON WOOLLAHRA RSL MEMORIAL CLUB,U,151.22580454273162,-33.88473022136251,118011345,Paddington - Moore Park
133772,517589623,3,Park,CAMBRIDGE STREET RESERVE,CAMBRIDGE STREET RESERVE,U,151.23100270970016,-33.88079049852154,118011345,Paddington - Moore Park
133790,517589724,3,Sports Centre,PALMS TENNIS CENTRE,PALMS TENNIS CENTRE,U,151.2368449471679,-33.88243183932081,118011345,Paddington - Moore Park
133812,517589840,3,Sports Court,,BASKETBALL COURTS,U,151.22826987021418,-33.87905718747437,118011345,Paddington - Moore Park
133849,517589931,3,Monument,PADDINGTON WAR MEMORIAL,PADDINGTON WAR MEMORIAL,U,151.22486286756535,-33.884930189995124,118011345,Paddington - Moore Park
137780,517838077,4,Helipad,VICTORIA BARRACKS HELIPAD,VICTORIA BARRACKS HELIPAD,U,151.2244502821351,-33.88540425918709,118011345,Paddington - Moore Park
139583,518261189,4,Railway Station,MOORE PARK LIGHT RAIL STOP,MOORE PARK LIGHT RAIL STOP,U,151.22181243410054,-33.89424247456459,118011345,Paddington - Moore Park
141091,518344320,3,Park,BARRACK RESERVE,BARRACK RESERVE,U,151.22508662622457,-33.8837707709429,118011345,Paddington - Moore Park
141185,518345193,3,Park,BARRACK RESERVE,BARRACK RESERVE,U,151.22496785367258,-33.8831438843312,118011345,Paddington - Moore Park
145841,500301393,4,Railway Station,EDGECLIFF RAILWAY STATION,EDGECLIFF RAILWAY STATION,U,151.23640878724973,-33.87936644531643,118011650,Double Bay - Darling Point
160676,515988461,1,Court House,PADDINGTON COURT HOUSE,PADDINGTON COURT HOUSE,U,151.23263067528563,-33.88820743910781,118011345,Paddington - Moore Park
163624,504378772,3,Park,OATLEY ROAD PLAYGROUND,OATLEY ROAD PLAYGROUND,U,151.2254751161439,-33.88702230199621,118011345,Paddington - Moore Park
163625,504378780,3,Park,UNION STREET PLAYGROUND,UNION STREET PLAYGROUND,U,151.23005242867347,-33.88439367810553,118011345,Paddington - Moore Park
163626,504378803,3,Park,TRUMPER PARK PLAYGROUND,TRUMPER PARK PLAYGROUND,U,151.23326580934435,-33.87963888757803,118011650,Double Bay - Darling Point
163683,517589675,3,Park,SOUDAN STREET PLAYGROUND,SOUDAN STREET PLAYGROUND,U,151.23444009966013,-33.882839467502336,118011345,Paddington - Moore Park
163684,517589679,3,Park,SPRING STREET PLAYGROUND,SPRING STREET PLAYGROUND,U,151.22369391953055,-33.88330492212154,118011345,Paddington - Moore Park
2298,500267138,3,Sports Field,DANGAR OVAL,DANGAR OVAL,U,151.26420114039425,-33.874176435579976,118011346,Rose Bay - Vaucluse - Watsons Bay
2328,500277645,3,Park,CAMP COVE RESERVE,CAMP COVE RESERVE,U,151.27976795162962,-33.840542310242206,118011346,Rose Bay - Vaucluse - Watsons Bay
2329,500277656,3,Park,LAINGS POINT RESERVE,LAINGS POINT RESERVE,S,151.2770984784055,-33.840926452586395,118011346,Rose Bay - Vaucluse - Watsons Bay
2409,500279100,3,Park,SIGNAL HILL RESERVE,SIGNAL HILL RESERVE,S,151.28707164116514,-33.849760714966386,118011346,Rose Bay - Vaucluse - Watsons Bay
2410,500279133,3,Park,VAUCLUSE PARK,VAUCLUSE PARK,U,151.27299423936572,-33.85507476811637,118011346,Rose Bay - Vaucluse - Watsons Bay
2411,500279155,3,Park,PANNERONG RESERVE,PANNERONG RESERVE,U,151.26961974045886,-33.871204104925745,118011346,Rose Bay - Vaucluse - Watsons Bay
2443,500280123,3,Park,TINGIRA RESERVE,TINGIRA RESERVE,S,151.2664729087809,-33.87115892641308,118011346,Rose Bay - Vaucluse - Watsons Bay
2444,500280125,3,Sports Court,,TENNIS COURTS,S,151.26501620790268,-33.871612145499874,118011346,Rose Bay - Vaucluse - Watsons Bay
2445,500280127,3,Sports Court,,TENNIS COURTS,U,151.26656564995253,-33.871829763557315,118011346,Rose Bay - Vaucluse - Watsons Bay
2472,500280424,3,Park,LYNE PARK,LYNE PARK,S,151.2630734627602,-33.87158367598567,118011346,Rose Bay - Vaucluse - Watsons Bay
2483,500280590,1,Convent/Monastery,ROSE BAY CONVENT,ROSE BAY CONVENT,U,151.2703162689773,-33.861803659996895,118011346,Rose Bay - Vaucluse - Watsons Bay
2484,500280601,3,Park,HERMITAGE RESERVE,HERMITAGE RESERVE,U,151.26915538871202,-33.86105041698571,118011346,Rose Bay - Vaucluse - Watsons Bay
2489,500280679,3,Park,CHRISTISON PARK,CHRISTISON PARK,S,151.28473040156598,-33.85582547447432,118011346,Rose Bay - Vaucluse - Watsons Bay
2494,500280757,3,Park,NIELSEN PARK,NIELSEN PARK,S,151.26686703652697,-33.852610632894745,118011346,Rose Bay - Vaucluse - Watsons Bay
2495,500280790,3,Park,PARSLEY BAY PARK,PARSLEY BAY PARK,U,151.27811651755744,-33.8521113119214,118011346,Rose Bay - Vaucluse - Watsons Bay
2496,500280801,3,Park,LIGHTHOUSE RESERVE,LIGHTHOUSE RESERVE,S,151.28568946721782,-33.85267037768969,118011346,Rose Bay - Vaucluse - Watsons Bay
2497,500280812,3,Park,GAP PARK,GAP PARK,S,151.28575414232503,-33.84620302742126,118011346,Rose Bay - Vaucluse - Watsons Bay
2498,500280823,3,Park,ROBERTSON PARK,ROBERTSON PARK,U,151.28278095139825,-33.843631028567486,118011346,Rose Bay - Vaucluse - Watsons Bay
2499,500280845,3,Park,,Park,U,151.2803140734235,-33.847577841839225,118011346,Rose Bay - Vaucluse - Watsons Bay
24886,504330480,1,Lighthouse,MACQUARIE LIGHTHOUSE,MACQUARIE LIGHTHOUSE,S,151.28515789364005,-33.85397218971439,118011346,Rose Bay - Vaucluse - Watsons Bay
24887,504330481,3,Historic Site,VAUCLUSE HOUSE HISTORIC SITE,VAUCLUSE HOUSE HISTORIC SITE,U,151.27357597486898,-33.85544976702317,118011346,Rose Bay - Vaucluse - Watsons Bay
24906,504330513,3,Sports Court,,TENNIS COURTS,U,151.26738186460952,-33.87217699301942,118011346,Rose Bay - Vaucluse - Watsons Bay
24907,504330515,3,Sports Field,,BOWLING GREEN,U,151.26660895503738,-33.872415622579844,118011346,Rose Bay - Vaucluse - Watsons Bay
24937,504331117,1,Lighthouse,HORNBY LIGHTHOUSE,HORNBY LIGHTHOUSE,S,151.2809853673673,-33.83358277522487,118011346,Rose Bay - Vaucluse - Watsons Bay
27162,504395145,3,Sports Field,WOOLLAHRA PLAYING FIELDS,WOOLLAHRA PLAYING FIELDS,U,151.26436401573503,-33.87618026147747,118011346,Rose Bay - Vaucluse - Watsons Bay
27309,504395421,1,Community Facility,SYDNEY CROQUET CLUB,SYDNEY CROQUET CLUB,U,151.26316945762977,-33.877419809135624,118011346,Rose Bay - Vaucluse - Watsons Bay
30326,504650771,1,Place Of Worship,ST PETER'S ANGLICAN CHURCH,ST PETER'S ANGLICAN CHURCH,U,151.28472648491137,-33.84654401718266,118011346,Rose Bay - Vaucluse - Watsons Bay
30356,504650814,1,Community Facility,WOOLLAHRA SAILING CLUB,WOOLLAHRA SAILING CLUB,S,151.26512332750875,-33.870676816670766,118011346,Rose Bay - Vaucluse - Watsons Bay
30358,504650816,4,Helipad,,Helipad,S,151.2804435934195,-33.8350603432692,118011346,Rose Bay - Vaucluse - Watsons Bay
30359,504650819,3,Lookout,,Lookout,S,151.28438817488376,-33.84323079586319,118011346,Rose Bay - Vaucluse - Watsons Bay
30360,504650821,4,Marina,SYDNEY PILOT SERVICE,SYDNEY PILOT SERVICE,U,151.28122869492663,-33.84611940268656,118011346,Rose Bay - Vaucluse - Watsons Bay
30361,504650822,1,Place Of Worship,OUR LADY STAR OF THE SEA CATHOLIC CHURCH,OUR LADY STAR OF THE SEA CATHOLIC CHURCH,U,151.28355601333382,-33.84556013065202,118011346,Rose Bay - Vaucluse - Watsons Bay
30362,504650823,1,Place Of Worship,VAUCLUSE UNITING CHURCH,VAUCLUSE UNITING CHURCH,U,151.2808099784946,-33.84857582883691,118011346,Rose Bay - Vaucluse - Watsons Bay
30364,504650825,1,Place Of Worship,WENTWORTH MEMORIAL CHURCH,WENTWORTH MEMORIAL CHURCH,U,151.27526857154416,-33.85139812024639,118011346,Rose Bay - Vaucluse - Watsons Bay
30366,504650829,3,Tourist Attraction,THE ARMOURY,THE ARMOURY,S,151.28305437072297,-33.84148848501797,118011346,Rose Bay - Vaucluse - Watsons Bay
30367,504650830,3,Tourist Attraction,THE OFFICERS MESS,THE OFFICERS MESS,S,151.2837812955357,-33.84224654214223,118011346,Rose Bay - Vaucluse - Watsons Bay
30382,504650865,4,Boat Ramp,,Boat Ramp,S,151.26216158381362,-33.871295591116855,118011346,Rose Bay - Vaucluse - Watsons Bay
30383,504650868,4,Boat Ramp,,Boat Ramp,S,151.2652124296051,-33.870154037694064,118011346,Rose Bay - Vaucluse - Watsons Bay
31272,504757334,3,Tourist Attraction,STEELE POINT GUN EMPLACEMENT,STEELE POINT GUN EMPLACEMENT,S,151.2649031899585,-33.85105383147148,118011346,Rose Bay - Vaucluse - Watsons Bay
31273,504757335,1,Place Of Worship,,INTER-DENOMINATIONAL CHURCH,S,151.28167429434185,-33.83734770915499,118011346,Rose Bay - Vaucluse - Watsons Bay
52052,511717500,6,Beach,LADY BAY BEACH,LADY BAY BEACH,S,151.27933007053934,-33.83547014067595,118011346,Rose Bay - Vaucluse - Watsons Bay
52053,511717501,6,Beach,GIBSONS BEACH,GIBSONS BEACH,U,151.28088551782687,-33.846527012528995,118011346,Rose Bay - Vaucluse - Watsons Bay
52054,511717502,6,Beach,KUTTI BEACH,KUTTI BEACH,U,151.27906546278925,-33.847150744322526,118011346,Rose Bay - Vaucluse - Watsons Bay
52055,511717503,7,Cliff,THE GAP,THE GAP,S,151.28430316102023,-33.84307503805191,118011346,Rose Bay - Vaucluse - Watsons Bay
52056,511717504,7,Mountain Like,GAP BLUFF,GAP BLUFF,S,151.2850642649329,-33.84159741532121,118011346,Rose Bay - Vaucluse - Watsons Bay
52057,511717505,7,Headland,DUNBAR HEAD,DUNBAR HEAD,S,151.28785246669156,-33.85018584031292,118011346,Rose Bay - Vaucluse - Watsons Bay
52058,511717506,7,Headland,SOUTH HEAD,SOUTH HEAD,S,151.28042583642124,-33.83321879268993,118011346,Rose Bay - Vaucluse - Watsons Bay
52059,511717507,7,Headland,LAINGS POINT,LAINGS POINT,S,151.2769411339919,-33.84073133368672,118011346,Rose Bay - Vaucluse - Watsons Bay
52071,511718121,6,Beach,SHARK BEACH,SHARK BEACH,S,151.26681406826452,-33.85045792434833,118011346,Rose Bay - Vaucluse - Watsons Bay
52073,511718123,7,Headland,VILLAGE POINT,VILLAGE POINT,S,151.27791406603845,-33.84703055535802,118011346,Rose Bay - Vaucluse - Watsons Bay
52074,511718124,7,Headland,POINT SEYMOUR,POINT SEYMOUR,U,151.27460758576822,-33.849040978642904,118011346,Rose Bay - Vaucluse - Watsons Bay
52075,511718125,7,Headland,BOTTLE AND GLASS POINT,BOTTLE AND GLASS POINT,S,151.269891161032,-33.84780994639501,118011346,Rose Bay - Vaucluse - Watsons Bay
52076,511718126,7,Headland,STEELE POINT,STEELE POINT,S,151.26483876637954,-33.85094225657067,118011346,Rose Bay - Vaucluse - Watsons Bay
52079,511718250,7,Headland,HERMIT POINT,HERMIT POINT,S,151.26827614735632,-33.85930523728361,118011346,Rose Bay - Vaucluse - Watsons Bay
52096,511718782,6,Island Like,SHARK ISLAND / BOOWAMBILLEE,SHARK ISLAND / BOOWAMBILLEE,S,151.25780706155928,-33.858510885414255,118011346,Rose Bay - Vaucluse - Watsons Bay
53286,511754176,8,Suburb,WATSONS BAY,WATSONS BAY,U,151.28247475973532,-33.84479092268924,118011346,Rose Bay - Vaucluse - Watsons Bay
53682,511779865,8,Urban Place,JACOBS LADDER,JACOBS LADDER,S,151.2860812647341,-33.846643042065594,118011346,Rose Bay - Vaucluse - Watsons Bay
66771,512648365,1,Lighthouse,VAUCLUSE BAY LIGHTHOUSE REAR,VAUCLUSE BAY LIGHTHOUSE REAR,U,151.2739435430254,-33.849578217082126,118011346,Rose Bay - Vaucluse - Watsons Bay
66773,512648372,1,Lighthouse,VAUCLUSE BAY LIGHTHOUSE FRONT,VAUCLUSE BAY LIGHTHOUSE FRONT,U,151.27397731069692,-33.84924802889698,118011346,Rose Bay - Vaucluse - Watsons Bay
71015,512878854,3,Park,PERCIVAL PARK,PERCIVAL PARK,U,151.26844285041858,-33.86964718747214,118011346,Rose Bay - Vaucluse - Watsons Bay
71017,512879629,3,Park,VICTORIA WHARF RESERVE,VICTORIA WHARF RESERVE,U,151.2783250021618,-33.841254095066354,118011346,Rose Bay - Vaucluse - Watsons Bay
71018,512879718,3,Park,GIBSON'S BEACH RESERVE,GIBSON'S BEACH RESERVE,U,151.2811200697442,-33.84683588461377,118011346,Rose Bay - Vaucluse - Watsons Bay
71019,512879732,3,Park,BEACH AVENUE RESERVE,BEACH AVENUE RESERVE,U,151.2826176547476,-33.84729075255829,118011346,Rose Bay - Vaucluse - Watsons Bay
71020,512879744,3,Park,DERBY STREET RESERVE,DERBY STREET RESERVE,U,151.28390266781207,-33.84906870439351,118011346,Rose Bay - Vaucluse - Watsons Bay
72033,513095611,3,Golf Course,WOOLLAHRA GOLF COURSE,WOOLLAHRA GOLF COURSE,U,151.26122575308662,-33.875419676593474,118011346,Rose Bay - Vaucluse - Watsons Bay
104426,514932854,1,SES Facility,MARINE RESCUE PORT JACKSON,MARINE RESCUE PORT JACKSON,S,151.28678375357447,-33.8503869917886,118011346,Rose Bay - Vaucluse - Watsons Bay
108730,515703878,4,Slipway,,Slipway,S,151.26830315610366,-33.85917696270002,118011346,Rose Bay - Vaucluse - Watsons Bay
109330,515791045,1,Retirement Village,ROSE BAY TOWERS RETIREMENT VILLAGE,ROSE BAY TOWERS RETIREMENT VILLAGE,U,151.26745197182927,-33.870760415124124,118011346,Rose Bay - Vaucluse - Watsons Bay
115582,517014246,2,Primary School,VAUCLUSE PUBLIC SCHOOL,VAUCLUSE PUBLIC SCHOOL,U,151.2812370672251,-33.85074604446225,118011346,Rose Bay - Vaucluse - Watsons Bay
115975,517014653,2,Primary School,CRANBROOK JUNIOR SCHOOL,CRANBROOK JUNIOR SCHOOL,U,151.26475159116944,-33.87348955213695,118011346,Rose Bay - Vaucluse - Watsons Bay
120130,517208238,2,Primary School,KINCOPPAL ROSE BAY SCHOOL OF THE SACRED HEART,KINCOPPAL ROSE BAY SCHOOL OF THE SACRED HEART,U,151.27032785005795,-33.861815770438575,118011346,Rose Bay - Vaucluse - Watsons Bay
120333,517208771,1,Retirement Village,VAUGHAN VILLAGE,VAUGHAN VILLAGE,U,151.2835209278338,-33.8450613302759,118011346,Rose Bay - Vaucluse - Watsons Bay
122565,517239923,1,Library,WATSONS BAY LIBRARY,WATSONS BAY LIBRARY,U,151.2820724115061,-33.84437521834605,118011346,Rose Bay - Vaucluse - Watsons Bay
126669,517400781,4,Wharf,,Wharf,S,151.26562419846678,-33.870441843730454,118011346,Rose Bay - Vaucluse - Watsons Bay
126671,517400793,4,Wharf,,Wharf,S,151.26826828619934,-33.859144289229015,118011346,Rose Bay - Vaucluse - Watsons Bay
126672,517400795,4,Wharf,,Wharf,S,151.26849191909437,-33.85913146153137,118011346,Rose Bay - Vaucluse - Watsons Bay
126674,517400798,4,Wharf,,Wharf,S,151.26838377810384,-33.859110405782005,118011346,Rose Bay - Vaucluse - Watsons Bay
126675,517400799,4,Wharf,,Wharf,S,151.2684109027338,-33.85908541354218,118011346,Rose Bay - Vaucluse - Watsons Bay
130463,517466707,3,Club,ROSE BAY RSL CLUB T/AS CLUB ROSE BAY,ROSE BAY RSL CLUB T/AS CLUB ROSE BAY,S,151.26584502682147,-33.87132397122356,118011346,Rose Bay - Vaucluse - Watsons Bay
130466,517466718,3,Club,ROYAL SYDNEY GOLF CLUB (THE),ROYAL SYDNEY GOLF CLUB (THE),U,151.26603236508407,-33.8731346144593,118011346,Rose Bay - Vaucluse - Watsons Bay
133763,517589537,3,Park,BRADLEY AVENUE RESERVE,BRADLEY AVENUE RESERVE,U,151.25895454974028,-33.884395318753675,118011649,Bellevue Hill
133789,517589723,1,Community Facility,THE GUNYAH,THE GUNYAH,U,151.28409126102113,-33.845599975496015,118011346,Rose Bay - Vaucluse - Watsons Bay
133851,517589935,3,Monument,ROSE BAY WAR MEMORIAL,ROSE BAY WAR MEMORIAL,S,151.262196336937,-33.872465265106044,118011346,Rose Bay - Vaucluse - Watsons Bay
133852,517589937,3,Monument,VAUCLUSE WAR MEMORIAL,VAUCLUSE WAR MEMORIAL,U,151.27447788610922,-33.850004938391,118011346,Rose Bay - Vaucluse - Watsons Bay
138731,518142667,4,Wharf,NIELSEN PARK WHARF,NIELSEN PARK WHARF,S,151.26645463974296,-33.85061114557866,118011346,Rose Bay - Vaucluse - Watsons Bay
140225,518298675,3,Picnic Area,NIELSEN PARK PICNIC AREA,NIELSEN PARK PICNIC AREA,S,151.26790536143466,-33.85103843095678,118011346,Rose Bay - Vaucluse - Watsons Bay
140226,518298676,3,Picnic Area,BOTTLE AND GLASS POINT,BOTTLE AND GLASS POINT,S,151.26944917374257,-33.84847270732413,118011346,Rose Bay - Vaucluse - Watsons Bay
140227,518298677,3,Picnic Area,SHAKESPEARES POINT,SHAKESPEARES POINT,S,151.26797402506165,-33.84909725452876,118011346,Rose Bay - Vaucluse - Watsons Bay
140304,518298778,3,Picnic Area,SHARK ISLAND PICNIC AREA,SHARK ISLAND PICNIC AREA,S,151.25775366300388,-33.85833816733267,118011346,Rose Bay - Vaucluse - Watsons Bay
140321,518298796,3,Picnic Area,SOUTH HEAD PICNIC AREA,SOUTH HEAD PICNIC AREA,S,151.28100318814592,-33.834639404120594,118011346,Rose Bay - Vaucluse - Watsons Bay
140438,518301385,3,Lookout,HORNBY LIGHTHOUSE SOUTH HEAD,HORNBY LIGHTHOUSE SOUTH HEAD,S,151.2800927168594,-33.83469405758872,118011346,Rose Bay - Vaucluse - Watsons Bay
140832,518309703,1,Homestead,STRICKLAND HOUSE,STRICKLAND HOUSE,S,151.26815100125748,-33.85643699733346,118011346,Rose Bay - Vaucluse - Watsons Bay
141788,518353760,3,Historic Site,SITE OF PUBLIC BATHS,SITE OF PUBLIC BATHS,S,151.2626483907476,-33.87062859100232,118011346,Rose Bay - Vaucluse - Watsons Bay
141789,518353761,3,Historic Site,SITE OF FORMER ROSE BAY FLYING BOAT BASE,SITE OF FORMER ROSE BAY FLYING BOAT BASE,S,151.26454414681413,-33.87036394715507,118011346,Rose Bay - Vaucluse - Watsons Bay
141790,518353762,3,Historic Site,,Historic Site,U,151.26957568258572,-33.864044762901614,118011346,Rose Bay - Vaucluse - Watsons Bay
141791,518353763,3,Historic Site,HERMIT BAY WHARF SLIPWAY AND LANDING,HERMIT BAY WHARF SLIPWAY AND LANDING,U,151.26880228792334,-33.85905450574853,118011346,Rose Bay - Vaucluse - Watsons Bay
141792,518353764,3,Historic Site,SHARK ISLAND,SHARK ISLAND,S,151.25826540806838,-33.85860867377279,118011346,Rose Bay - Vaucluse - Watsons Bay
141794,518353766,3,Historic Site,FORMER NIELSEN WHARF REMAINS,FORMER NIELSEN WHARF REMAINS,S,151.26439012796374,-33.85140399156098,118011346,Rose Bay - Vaucluse - Watsons Bay
141795,518353767,3,Historic Site,SHARK BEACH PROMENADE AND AMENITIES,SHARK BEACH PROMENADE AND AMENITIES,S,151.26643319785543,-33.85072999856459,118011346,Rose Bay - Vaucluse - Watsons Bay
141797,518353769,3,Historic Site,EAST PARSLEY BAY OBELISK,EAST PARSLEY BAY OBELISK,U,151.27860431084153,-33.850356433727086,118011346,Rose Bay - Vaucluse - Watsons Bay
141798,518353770,3,Historic Site,EAST PARSLEY BAY OBELISK,EAST PARSLEY BAY OBELISK,U,151.2774205271298,-33.848140296066155,118011346,Rose Bay - Vaucluse - Watsons Bay
141800,518353772,3,Monument,WEST PARSLEY BAY OBELISK,WEST PARSLEY BAY OBELISK,U,151.2748006247396,-33.84868804023445,118011346,Rose Bay - Vaucluse - Watsons Bay
141801,518353773,3,Historic Site,REMAINS OF VAUCLUSE POINT FERRY WHARF,REMAINS OF VAUCLUSE POINT FERRY WHARF,U,151.27463807189403,-33.84863564583752,118011346,Rose Bay - Vaucluse - Watsons Bay
141803,518353775,3,Historic Site,PILOT STATION,PILOT STATION,U,151.28113047672676,-33.846341619655014,118011346,Rose Bay - Vaucluse - Watsons Bay
141808,518353780,3,Monument,GREEN POINT OBELISK,GREEN POINT OBELISK,S,151.2768212044099,-33.840906910722126,118011346,Rose Bay - Vaucluse - Watsons Bay
142059,518359499,1,Community Facility,NPWS VAUCLUSE,NPWS VAUCLUSE,S,151.26640999886325,-33.851832738183454,118011346,Rose Bay - Vaucluse - Watsons Bay
147736,518359450,1,Community Facility,NPWS DEPOT,NPWS DEPOT,S,151.26789488258686,-33.85392373005971,118011346,Rose Bay - Vaucluse - Watsons Bay
148488,518401679,6,Beach,QUEENS BEACH,QUEENS BEACH,S,151.26893007866235,-33.861150598434925,118011346,Rose Bay - Vaucluse - Watsons Bay
148490,518401681,6,Beach,CAMP COVE BEACH,CAMP COVE BEACH,S,151.27875509396026,-33.83974674824382,118011346,Rose Bay - Vaucluse - Watsons Bay
160696,518461081,6,Beach,VAUCLUSE PARK,VAUCLUSE PARK,U,151.27314253954106,-33.85265337276341,118011346,Rose Bay - Vaucluse - Watsons Bay
161912,518465388,1,Library,WATSONS BAY TEA GARDENS AND LIBRARY,WATSONS BAY TEA GARDENS AND LIBRARY,U,151.28174043010966,-33.84522962924692,118011346,Rose Bay - Vaucluse - Watsons Bay
163642,504395383,3,Park,THORNTON PLAYGROUND,THORNTON PLAYGROUND,U,151.25866523742155,-33.87972668052546,118011649,Bellevue Hill
163852,512878842,5,Pumping Station,,Pumping Station,U,151.26853316254568,-33.86970507653906,118011346,Rose Bay - Vaucluse - Watsons Bay
163853,512879649,5,Pumping Station,,Pumping Station,U,151.28096138863742,-33.84167119790491,118011346,Rose Bay - Vaucluse - Watsons Bay
163854,512879909,5,Pumping Station,,Pumping Station,U,151.26031513806964,-33.87357315902312,118011649,Bellevue Hill
163879,517232990,3,Swimming Pool Facility,,Swimming Pool Facility,U,151.2660168655522,-33.87246291641358,118011346,Rose Bay - Vaucluse - Watsons Bay
2503,500294682,3,Park,HARBOURVIEW PARK,HARBOURVIEW PARK,U,151.24732895847342,-33.88827595097628,118011347,Woollahra
2504,500294716,1,Place Of Worship,ST COLUMBA UNITING CHURCH,ST COLUMBA UNITING CHURCH,U,151.24006861893864,-33.88676410360735,118011347,Woollahra
2587,500300626,1,Fire Station,WOOLLAHRA FIRE STATION,WOOLLAHRA FIRE STATION,U,151.24041778330977,-33.88670765791122,118011347,Woollahra
26603,504378789,3,Park,CHISWICK GARDENS,CHISWICK GARDENS,U,151.2397940066512,-33.886006934565046,118011347,Woollahra
26604,504378793,3,Park,GADEN RESERVE,GADEN RESERVE,U,151.24331849187124,-33.88754876590865,118011347,Woollahra
26605,504378794,1,Community Facility,WOOLLAHRA SENIORS AND COMMUNITY CENTRE,WOOLLAHRA SENIORS AND COMMUNITY CENTRE,U,151.24320258763998,-33.88770510629581,118011347,Woollahra
26608,504378797,1,General Hospital,WOLPER JEWISH HOSPITAL,WOLPER JEWISH HOSPITAL,U,151.24094768871606,-33.884174033812506,118011347,Woollahra
26610,504378800,1,Place Of Worship,PARISH OF ST JOSEPH,PARISH OF ST JOSEPH,U,151.23905248870665,-33.880778101408765,118011650,Double Bay - Darling Point
26614,504378804,3,Park,EUROKA RESERVE,EUROKA RESERVE,U,151.23846112595845,-33.88304713607406,118011347,Woollahra
26615,504378805,1,Place Of Worship,ALL SAINTS' CHURCH,ALL SAINTS' CHURCH,U,151.23920702768166,-33.88304190083213,118011347,Woollahra
26631,504378830,3,Sports Field,,BOWLING GREENS,U,151.24700792215046,-33.88210719096562,118011649,Bellevue Hill
26632,504378831,3,Club,DOUBLE BAY BOWLING CLUB,DOUBLE BAY BOWLING CLUB,U,151.24721311622596,-33.88164908686491,118011649,Bellevue Hill
26637,504378846,3,Sports Field,LOUGH PLAYING FIELDS,LOUGH PLAYING FIELDS,U,151.24685756034154,-33.88481905460645,118011650,Double Bay - Darling Point
26638,504378847,3,Park,COOPER PARK,COOPER PARK,U,151.2491567587854,-33.88666992849297,118011347,Woollahra
27184,504395189,1,Community Facility,COOPER PARK COMMUNITY HALL,COOPER PARK COMMUNITY HALL,U,151.25330447269167,-33.885135483507675,118011649,Bellevue Hill
